name,2dumap1,2dumap2,3dumap1,3dumap2,3dumap3
GRB141012773,10.611612,4.271718,9.808747,3.9810827,5.1187844
GRB141013803,8.537291,3.4217844,9.239771,3.9071984,3.1133819
GRB141016897,9.994962,6.3675537,9.056905,5.747281,5.9698467
GRB141020439,6.1945205,6.359145,6.224678,6.4994164,3.0789006
GRB141022061,7.4639354,5.363774,7.797512,5.4453235,3.9955082
GRB141022087,8.668364,3.8349128,8.682377,3.7977552,3.8726964
GRB141026742,7.232573,7.165787,7.599904,7.2130075,3.5995164
GRB141028455,8.369404,2.4513144,8.925811,2.9262712,2.9460108
GRB141029134,7.595481,5.5510974,7.9413104,5.577394,4.1096873
GRB141030746,10.266724,3.9384463,9.424154,3.6698377,4.929229
GRB141031257,9.411571,5.2187114,9.476115,5.2092757,4.6892514
GRB141031304,10.337264,4.6451073,9.465583,4.2564645,5.281237
GRB141031998,3.201739,3.6252205,3.193427,3.747561,4.957892
GRB141102112,3.1232967,3.4625492,3.091511,3.610069,5.0888824
GRB141102536,9.138869,7.976549,8.717103,7.6804295,6.7921715
GRB141102779,8.323678,6.8546124,8.5394335,6.8855257,4.590904
GRB141105358,7.2172356,7.1485944,7.6245484,7.220762,3.550841
GRB141105406,6.366781,7.6433635,6.662756,7.617036,2.805298
GRB141109447,9.072722,5.94939,9.473113,5.9841485,4.681632
GRB141110232,8.674769,5.859908,9.139723,6.0837574,4.339886
GRB141111435,6.046882,6.1785355,5.9654155,6.2883134,3.0718079
GRB141112539,8.922821,3.0599558,9.162934,3.4325926,3.462334
GRB141112828,10.056995,3.4285572,9.356323,3.2518559,4.673771
GRB141113346,4.4188843,5.434755,4.7527995,5.78822,3.1679173
GRB141114687,10.138825,4.666054,9.744712,4.389991,4.942038
GRB141118678,7.2024775,7.862656,7.379964,7.8197317,3.3907192
GRB141121414,7.5180464,6.868539,7.8755054,6.9717045,3.896284
GRB141122087,3.374492,3.9361792,3.3022468,3.9254558,4.750519
GRB141122875,9.320977,4.189882,9.533613,4.2331386,4.1495247
GRB141122956,8.102022,5.684619,8.343202,5.719585,4.5366306
GRB141124277,5.481176,6.279106,5.591713,6.418463,2.7961478
GRB141126233,6.145345,6.718129,6.288566,6.8398457,2.9195318
GRB141128962,2.478223,2.8925748,2.0001915,1.9371091,7.5347
GRB141202470,7.3915634,7.8462834,7.5435038,7.82847,3.618407
GRB141205018,10.235637,4.7994585,9.303356,4.4475756,5.2639294
GRB141205337,6.2487054,7.17985,6.435359,7.218231,2.8446255
GRB141205763,9.359425,7.6796975,8.829329,7.355902,6.6781793
GRB141206254,7.729137,6.439552,7.9389033,6.544707,4.3911476
GRB141207800,9.557065,3.549138,8.849741,3.2023058,4.8451777
GRB141208038,9.189419,5.884697,9.134663,5.8230886,4.9139805
GRB141208632,2.9399931,3.2774367,2.9959643,3.5014865,5.216183
GRB141209131,8.993711,3.386351,8.628076,3.2569816,4.177024
GRB141213300,4.856276,6.514187,5.047512,6.6578546,2.1945362
GRB141215560,9.838818,3.2371106,9.109675,2.9325433,4.6377697
GRB141220252,8.328041,7.894302,8.52105,7.6833706,5.70761
GRB141221338,7.2487526,6.8630013,7.901834,6.9689617,3.491922
GRB141221897,9.42085,2.6297257,9.545168,3.1606972,3.6153917
GRB141222298,7.24041,7.8673306,7.3831325,7.868848,3.5178213
GRB141222691,10.082989,6.661282,8.995391,5.8916774,6.243428
GRB141223240,10.161762,4.7066574,9.26762,4.4070187,5.219548
GRB141225959,10.428359,3.3126857,10.09426,3.9134755,4.365788
GRB141226880,9.75003,2.8600283,9.713807,3.4111192,3.7808683
GRB141229492,6.9031878,7.8488655,7.1715436,7.822038,3.1523066
GRB141229911,10.134699,2.7547572,9.432191,2.6499815,4.214751
GRB141230142,7.3842754,7.543018,7.58218,7.5600023,3.6914635
GRB141230834,8.565679,4.2349305,9.42291,4.2103815,3.2716002
GRB141230871,3.2031958,3.7341592,3.1649358,3.8106875,4.8876796
GRB150101270,3.0793302,3.3994808,3.0750177,3.570693,5.121454
GRB150101641,2.419339,2.8333871,1.9265945,1.8589813,7.5984015
GRB150105257,8.9639635,3.343838,8.575421,3.133871,4.2633457
GRB150106921,8.096516,5.675178,8.371112,5.6610622,4.5139446
GRB150110433,9.108838,5.934459,9.173573,5.9225626,4.8381805
GRB150110923,7.70909,6.6777034,8.335189,6.833794,3.877104
GRB150118409,8.494249,2.3008935,8.5601425,2.5933197,3.981191
GRB150118927,2.7521996,3.9492476,2.9676125,4.1764607,4.5653677
GRB150120123,7.0549483,6.230476,7.5711255,6.387103,3.7596045
GRB150120685,7.9128437,5.6094456,8.4020605,5.7970724,3.9687827
GRB150122960,9.325699,6.057451,9.44712,5.9955497,5.0835114
GRB150126868,8.518458,3.9930391,8.417206,3.7577884,4.191284
GRB150127398,6.4155703,7.6669297,6.7045965,7.6206703,2.7703252
GRB150127589,8.752219,3.3882272,8.517955,3.2032242,4.1791115
GRB150127935,7.96841,4.1561537,8.305313,4.31411,3.689166
GRB150128624,3.0375633,3.4609396,3.039047,3.6206598,5.0917325
GRB150128791,8.231718,4.0649667,8.626579,4.144638,3.7252233
GRB150131335,7.244629,7.489449,7.4991107,7.4996805,3.5304186
GRB150131951,8.974856,6.283737,8.6825695,5.943361,5.1915894
GRB150201040,5.378037,5.836459,5.500737,6.078569,3.0443525
GRB150201574,9.557998,7.861841,8.864236,7.4905424,7.06367
GRB150201590,9.78491,2.408192,9.568647,2.820975,3.9603732
GRB150202999,8.6934595,2.0483525,8.737325,2.4341943,4.118581
GRB150203173,9.493239,4.34888,9.781264,4.3698206,4.183488
GRB150203545,10.388483,3.974605,9.343941,3.564786,5.223767
GRB150204272,9.361106,5.687098,9.110812,5.74606,5.0843573
GRB150206285,9.008099,5.070509,9.532611,5.273415,4.2739444
GRB150206407,8.191738,7.477896,8.266797,7.316492,4.691529
GRB150208573,7.801639,5.5419683,8.101103,5.7470345,4.2140965
GRB150208929,2.95703,3.254649,3.0405006,3.5066767,5.1914277
GRB150210935,8.6272955,8.028688,8.588518,7.7522726,6.0573645
GRB150211239,9.044677,5.334437,9.475919,5.5634956,4.462184
GRB150213001,9.449862,7.6529894,8.863953,7.30611,6.7396746
GRB150214293,5.12534,6.274204,5.266492,6.4520802,2.5232115
GRB150215026,5.912202,6.18571,5.899712,6.2994423,3.0301774
GRB150216415,10.022811,2.5263724,9.944128,3.0401812,3.7482917
GRB150219522,9.816083,2.3896,9.71552,2.8848188,3.6958494
GRB150220598,8.426811,2.851816,9.0424595,3.301694,2.7716157
GRB150222450,7.9396257,4.38751,8.255311,4.53257,3.7650008
GRB150222832,8.425441,5.4635983,8.562301,5.2822757,4.6277614
GRB150226223,7.4163065,7.9118752,7.546665,7.8985977,3.6025906
GRB150226545,7.466426,5.5951276,7.7887993,5.699777,3.9634092
GRB150226948,8.382912,6.096011,8.815212,6.2024384,4.289479
GRB150227702,8.895616,6.29571,9.118579,6.277377,4.8469977
GRB150228845,8.810068,7.908142,8.652994,7.663451,6.181263
GRB150228981,9.551543,6.2448916,8.670778,5.6433964,5.4749484
GRB150301045,2.4449296,2.7859344,1.9303099,1.8560154,7.6215925
GRB150301818,9.824696,6.165993,9.229115,5.7821774,5.6610036
GRB150303516,9.90781,6.44058,8.898913,5.725568,5.927831
GRB150305724,7.429549,6.7545958,7.7468076,6.8853436,3.9180727
GRB150306993,10.01836,5.9352922,9.142776,5.299113,5.685954
GRB150309958,8.523637,2.5963721,9.050888,3.0695896,2.8803604
GRB150312403,2.43981,2.7891822,1.9458938,1.8728116,7.6043706
GRB150313657,6.937049,7.207742,7.353453,7.259909,3.3633451
GRB150314205,9.244995,7.6050615,8.821035,7.2588153,6.4196124
GRB150316400,7.172166,5.830841,7.5935225,5.9427233,3.850145
GRB150318521,8.664518,3.3823729,9.308755,3.8864179,3.1111567
GRB150319271,10.495762,4.2631917,9.386927,3.8132348,5.397334
GRB150320462,2.5543923,2.9394622,2.0354278,1.9750857,7.492929
GRB150322066,9.872616,6.20658,9.362918,5.7908096,5.733408
GRB150323395,8.45239,3.76829,8.999696,4.1316056,3.4029973
GRB150323712,9.097008,3.8390098,9.79864,4.1036754,3.5319927
GRB150324164,9.560102,7.263964,8.952176,6.8289194,6.3775773
GRB150324319,9.779788,3.9234004,9.335974,3.718938,4.669882
GRB150326521,7.9002295,6.763375,8.205651,6.8437905,4.249638
GRB150329288,8.085894,6.3042293,8.365148,6.39453,4.2967367
GRB150330828,9.501272,6.46778,8.77415,5.8333683,5.5460234
GRB150403913,8.54362,2.034102,8.655741,2.3851733,3.8302188
GRB150404733,7.7884464,6.615045,8.04146,6.6898627,4.332724
GRB150412507,4.4650145,5.291674,4.883625,5.7743254,3.1229477
GRB150412931,5.3813825,6.0290813,5.4996285,6.21439,2.9163592
GRB150415029,8.718553,4.340839,9.634857,4.278255,3.5092447
GRB150416773,8.735954,2.3419616,9.065551,2.9036963,2.9914188
GRB150418819,6.903421,7.0720925,7.3761177,7.1485825,3.4145865
GRB150422294,10.274789,3.5271387,9.519728,3.4005687,4.6612244
GRB150422703,8.835012,2.2599502,8.835704,2.553965,4.1778965
GRB150423285,8.070997,6.384705,8.417849,6.4992895,4.2630024
GRB150424403,8.302994,5.336133,9.040684,5.626513,3.8393562
GRB150425617,8.339146,6.2113914,8.33258,6.0258904,4.768067
GRB150426594,7.9451346,2.7676003,8.684693,3.166422,2.8837576
GRB150428305,9.503765,2.4969609,9.753201,3.0440662,3.299075
GRB150430015,9.143391,1.9530735,9.115435,2.4470851,3.7867606
GRB150501017,8.758521,6.669446,8.937829,6.567098,4.9935336
GRB150502435,8.1634,3.4791007,8.599287,3.7537994,3.421514
GRB150506398,9.436423,7.9361973,8.803488,7.5703073,6.9896717
GRB150506630,4.77189,6.3990307,4.9879966,6.5438237,2.3542418
GRB150506972,5.365249,6.588224,5.520829,6.6937704,2.5788689
GRB150507026,7.9192944,3.7276902,8.35487,4.0436954,3.3844206
GRB150508945,10.49055,4.684516,9.63266,4.323362,5.3908157
GRB150510139,8.708229,7.9894967,8.61541,7.698805,6.10855
GRB150511362,9.837871,5.639013,9.149755,5.283911,5.294444
GRB150512432,8.7624235,4.503878,8.966348,4.554128,4.1131983
GRB150514774,8.533461,8.079096,8.540709,7.829394,5.984382
GRB150520893,8.20059,7.1070986,8.416002,7.103166,4.571822
GRB150522433,8.719829,3.814305,9.329849,4.198774,3.3365805
GRB150522944,4.995209,6.0320954,5.1856976,6.267493,2.728689
GRB150523396,8.284433,2.9300413,8.587169,3.218141,3.584017
GRB150523690,9.992944,2.6504376,9.77985,3.128136,3.8903973
GRB150527283,9.162633,5.736639,9.4273405,5.810018,4.726024
GRB150527662,9.59271,2.463925,9.82609,3.0362527,3.40438
GRB150528656,7.843017,2.9708028,8.716423,3.407806,2.7755115
GRB150530488,10.150489,6.241559,8.952639,5.5353885,5.9605656
GRB150601904,5.7187457,6.2339115,5.733955,6.335045,2.9873185
GRB150602840,10.474194,4.475473,9.579875,4.1420135,5.3511214
GRB150603105,7.9332757,6.8444424,8.297862,6.957937,4.247703
GRB150603823,8.192087,4.5057535,8.4208765,4.6273694,4.036077
GRB150604284,10.020199,3.4095323,9.724998,3.5257025,4.408292
GRB150604434,5.4490633,5.589987,5.3089223,5.8505187,4.136618
GRB150605782,3.106148,3.4402323,3.0702593,3.5808237,5.1133823
GRB150607330,9.279504,6.2378855,8.913371,5.9576244,5.2133145
GRB150609316,2.4315922,2.793099,1.9323554,1.8606124,7.6129537
GRB150612702,8.375376,2.6885207,8.692709,3.022936,3.4816303
GRB150613420,9.891868,5.2577004,9.90357,5.235482,4.897609
GRB150613995,9.090983,2.3323488,9.410426,2.915826,3.024481
GRB150614073,8.690226,7.6723194,8.667522,7.4701614,5.8453865
GRB150619287,8.642271,4.206436,8.847957,4.371257,4.0030775
GRB150622393,9.924255,3.9622848,8.967846,3.7744896,5.289788
GRB150627183,8.187047,3.1547544,8.451661,3.3327525,3.805033
GRB150628767,5.518208,6.504233,5.651279,6.6222734,2.757185
GRB150629564,4.829299,6.336553,5.0243115,6.5069127,2.3290806
GRB150630223,10.272446,6.3349204,9.036462,5.5126715,6.1723237
GRB150630958,9.330145,5.992574,9.395631,5.9367785,5.042016
GRB150702998,9.371921,7.9569273,8.77936,7.6088724,6.9671764
GRB150703149,8.925656,5.1672196,9.534319,5.4186873,4.162021
GRB150703259,9.868061,2.7781694,9.980878,3.387166,3.6320126
GRB150705009,9.942793,6.2007194,9.220086,5.719019,5.8355856
GRB150705588,4.4731827,5.442778,4.259987,5.170439,3.655083
GRB150707124,8.003639,3.5576398,8.547496,3.92151,3.2313952
GRB150708339,8.813812,2.884305,9.345956,3.4732027,3.078769
GRB150710646,9.692593,3.9952352,9.696019,3.9784553,4.3046913
GRB150711766,10.43815,3.8413966,9.428648,3.475004,5.0989685
GRB150712846,9.598896,5.259033,9.860874,5.359585,4.6225476
GRB150715136,4.8736587,6.0456223,5.060173,6.267146,2.6841922
GRB150716552,8.485328,5.297904,9.295439,5.6307845,3.921049
GRB150717795,10.22597,4.333797,9.206861,3.9089136,5.3552604
GRB150718656,7.430415,7.0984316,7.781782,7.1671762,3.7204947
GRB150721242,10.138778,6.545746,9.115566,5.498354,6.2644396
GRB150721431,3.2841635,3.664367,3.196898,3.736454,4.9623456
GRB150721732,9.827776,5.7583485,8.995287,5.349354,5.395648
GRB150723608,9.68009,2.3884227,9.859622,3.0939138,3.2821345
GRB150724398,9.274181,5.821422,9.558089,5.8655715,4.8048897
GRB150724782,8.508433,2.320133,8.564477,2.6009958,4.076651
GRB150726877,9.896717,2.2167294,9.715683,2.6354687,3.8632717
GRB150727793,9.143617,2.838098,9.359589,3.2929044,3.41182
GRB150728151,6.310346,6.3288193,6.6473975,6.4802837,3.6548984
GRB150729517,7.912216,4.8327217,8.54033,5.0048676,3.5347595
GRB150802127,9.229059,2.0801466,9.317341,2.611135,3.3462775
GRB150802207,9.384235,5.540993,9.170552,5.445903,4.7965527
GRB150804806,9.161187,2.369122,9.452245,2.9321792,3.0965807
GRB150805445,9.726573,2.2414997,9.740469,2.8169835,3.3556988
GRB150805746,6.9633217,7.1387687,7.3972034,7.2074695,3.4184253
GRB150806348,9.299915,2.3177507,9.262026,2.8730178,3.7144358
GRB150809516,9.82269,4.5922036,9.625498,4.4440923,4.7840657
GRB150810485,5.0114875,6.641754,5.1968827,6.7680335,2.248893
GRB150811849,6.3989916,7.6617565,6.678771,7.630012,2.8178768
GRB150815604,10.444623,4.514481,9.67655,4.1888237,5.255375
GRB150817087,8.604767,2.9062283,9.22434,3.4086356,2.8166451
GRB150817251,9.242363,4.522746,8.985699,4.552359,4.656704
GRB150819440,5.1752305,5.7944016,4.9862356,5.9801736,3.9595509
GRB150820880,7.752411,6.704139,8.064571,6.789375,4.186912
GRB150821406,8.871991,2.5512922,9.001313,3.0806453,3.4845228
GRB150822178,9.465719,6.4348598,9.234378,6.217364,5.5302396
GRB150824079,9.105311,7.967917,8.705746,7.674117,6.669505
GRB150824125,10.348016,4.239255,9.495837,3.9177077,5.1085696
GRB150826557,8.453049,4.7406144,9.221872,4.899725,3.503132
GRB150827785,10.126733,5.567633,9.351988,5.0988955,5.5213485
GRB150828333,9.339396,6.1252236,9.1256275,5.927291,5.2187886
GRB150828901,7.5511904,5.932848,7.9858665,6.0939145,4.004249
GRB150830128,8.682181,3.8252592,8.714781,3.7950797,3.844447
GRB150831930,7.9100623,7.2746572,8.120215,7.250825,4.3302155
GRB150901924,3.0811117,3.4136922,3.1054652,3.5943463,5.1163845
GRB150902733,8.67836,2.057812,8.714286,2.433055,4.1807284
GRB150904479,8.254991,5.8537664,8.857212,6.1055984,3.9698179
GRB150906944,2.4607925,2.8746374,1.9926056,1.9286778,7.543462
GRB150908408,8.312717,3.259801,8.996955,3.749505,3.0480154
GRB150911315,7.528011,6.676783,8.155436,6.845039,3.7693584
GRB150911588,9.37698,4.2572823,9.471579,4.2800856,4.23175
GRB150912443,9.908992,2.8353262,9.367944,2.7295744,4.312151
GRB150912600,5.298387,6.5985117,5.449051,6.715536,2.4750352
GRB150913161,9.32977,1.9235022,9.213209,2.4432566,4.038279
GRB150919606,9.4135275,7.2602797,8.901058,6.8924427,6.2729607
GRB150922234,2.914225,4.149637,3.0978327,4.288967,4.4343343
GRB150922718,8.338507,6.3267765,8.602522,6.3615847,4.5073037
GRB150922883,7.766004,6.7809105,8.058937,6.8687515,4.199634
GRB150923297,3.0227392,3.5898044,3.0057967,3.7174394,5.0278707
GRB150923429,4.959963,6.064912,5.141171,6.269078,2.683406
GRB150923864,6.7538934,7.856338,7.037173,7.839158,3.0002441
GRB150923995,8.696749,6.6558948,8.965368,6.610583,4.895852
GRB150928359,10.414537,4.74153,9.782432,4.4073834,5.2618766
GRB151001348,8.773125,2.8221762,9.450865,3.2552292,2.922081
GRB151001628,8.477212,6.161669,8.461417,5.9260902,4.888903
GRB151003729,8.448859,6.1368055,8.480161,5.470218,5.377197
GRB151006413,10.342568,3.5605102,9.899487,3.6255808,4.3993454
GRB151009949,8.667325,6.5683923,8.604829,6.4194655,4.961156
GRB151011136,10.1729355,3.1728868,9.447917,3.015041,4.6001763
GRB151014592,9.852333,2.9021232,9.894401,3.4677281,3.764616
GRB151021791,8.572302,8.058474,8.564398,7.794245,6.013381
GRB151022577,3.0953233,4.067645,3.1726983,4.127803,4.57115
GRB151023104,9.179431,6.6172,8.903939,6.3845863,5.4721246
GRB151024179,7.251618,5.7061787,7.6454196,5.8217235,3.9249768
GRB151026169,9.478123,5.204789,9.493195,5.1846614,4.7144427
GRB151026523,8.152273,5.2411137,8.475993,5.4879127,4.2620177
GRB151027166,8.388233,7.8533425,8.533533,7.672589,5.7624826
GRB151030999,9.386603,3.0696647,8.981395,2.9701838,4.270681
GRB151107851,9.476946,3.1335416,8.784711,2.6606238,4.5258102
GRB151111356,10.033282,2.6758835,9.957898,3.221893,3.7978394
GRB151114645,9.94074,3.2054017,9.574092,3.4864259,4.2527843
GRB151117442,9.133958,4.2082677,8.968181,4.135521,4.588611
GRB151118554,9.946217,5.824801,9.059105,5.416421,5.572714
GRB151120349,9.186313,6.38724,8.948201,6.071074,5.2724614
GRB151122709,9.615577,4.289647,9.761134,4.2466526,4.3554444
GRB151126293,8.14481,6.678928,8.614107,6.760151,4.2207074
GRB151129333,9.776356,4.9180765,9.38685,4.680963,4.970138
GRB151130160,9.5903845,6.667649,9.082004,6.3225455,5.8455935
GRB151202565,6.145306,7.2085056,6.3614492,7.236218,2.7871418
GRB151205657,9.859351,3.626685,9.711775,3.7477646,4.3294926
GRB151210041,8.975122,3.4810686,9.637327,3.770394,3.482556
GRB151211672,8.975052,3.5139654,9.757157,3.7043483,3.2478716
GRB151212030,7.179514,6.696224,7.904464,6.8133254,3.55968
GRB151212064,9.397093,7.397521,8.907933,7.02243,6.381969
GRB151219567,8.495318,7.3340516,8.612802,7.2535677,5.2940025
GRB151222340,6.3334165,7.585647,6.6123095,7.5616474,2.7818081
GRB151227072,8.754389,7.954954,8.620816,7.699897,6.138106
GRB151227218,8.602402,7.950593,8.568472,7.716741,6.036506
GRB151228129,4.7948556,6.1113086,4.9865446,6.314631,2.574584
GRB151228949,9.312054,3.9317615,9.390184,3.9016747,4.09116
GRB151229285,6.7460217,7.8228426,7.0496883,7.797185,3.0324368
GRB151229486,3.2951398,3.746258,3.2154052,3.7978678,4.8920364
GRB151231443,10.170293,4.1189847,9.0145235,3.704946,5.4473476
GRB151231568,4.7329845,6.409248,4.9474425,6.5788655,2.2115717
GRB160101030,8.868522,7.8065863,8.6838665,7.4719157,6.149571
GRB160101215,8.313578,7.383434,8.507498,7.290866,5.138371
GRB160102500,8.116045,7.062269,8.43326,7.0684476,4.4442677
GRB160102936,10.343805,4.1618843,9.313064,3.7239099,5.2864394
GRB160104475,8.96901,5.7411976,9.0311775,5.770986,4.615144
GRB160104918,8.480812,6.3094473,8.756352,6.348175,4.536494
GRB160106948,8.587447,2.0579717,8.635692,2.4282396,4.0684333
GRB160107931,9.790466,6.3639646,8.818341,5.5220375,5.8074574
GRB160111115,9.442368,5.982424,9.494592,5.98508,5.2689576
GRB160113398,7.9753795,3.6031928,8.465628,3.9554148,3.3199315
GRB160118060,8.747003,3.142396,9.406569,3.6681635,2.9511726
GRB160119072,10.453633,3.5643685,9.961187,4.0711117,4.5883694
GRB160123095,9.75594,5.183945,9.405096,5.2946525,4.923635
GRB160125368,8.163742,6.5862374,8.504871,6.711989,4.261447
GRB160131116,8.433612,5.8169384,9.078582,6.1382413,4.05427
GRB160131174,9.321686,4.3942766,9.143576,4.488509,4.5763307
GRB160201883,10.022847,4.5617914,9.810937,4.379538,4.8800936
GRB160206430,9.274426,4.9410615,9.352466,5.0096483,4.548381
GRB160211119,6.0397477,6.563781,6.1202006,6.671628,2.9286914
GRB160215773,8.41671,4.1478405,8.307281,3.9745848,4.1983147
GRB160216801,10.470091,6.1192703,9.017881,5.1556983,6.214717
GRB160218711,9.1091385,6.1210876,9.445024,6.1739063,4.7306013
GRB160219289,2.60099,3.476906,2.6950247,3.4150987,5.4951477
GRB160219673,9.453114,5.0873857,8.981977,4.961307,4.9780736
GRB160220059,8.919013,5.9986897,9.264468,6.012556,4.711948
GRB160221993,9.392976,6.0075684,9.392094,5.898904,5.118924
GRB160222070,10.11305,5.0760903,9.806736,4.980967,5.047205
GRB160223072,9.323833,3.093003,8.97472,3.052704,4.2094603
GRB160223416,10.440528,4.3778787,9.795593,4.164628,5.1145444
GRB160223670,8.97227,6.858212,8.48459,6.431569,5.4787807
GRB160224911,5.8777313,6.617822,5.9728603,6.6956573,2.8369496
GRB160225720,8.398555,5.929984,9.03128,6.2825074,4.006215
GRB160225809,8.731493,3.55963,8.463794,3.3159316,4.250049
GRB160226913,8.374627,4.4944777,8.408541,4.3971105,4.2099137
GRB160227831,9.305776,7.1364303,9.012483,6.9313445,6.1040945
GRB160228034,9.118423,5.599908,9.558058,5.795828,4.5403123
GRB160301215,10.444562,3.9379,9.48723,3.625116,5.02521
GRB160303201,8.427557,3.8205357,8.992828,4.219199,3.4153807
GRB160308709,7.967819,5.757501,8.278125,5.963213,4.3014727
GRB160310016,8.218394,2.4193547,8.769587,2.7583084,3.232554
GRB160310291,7.1462865,7.480337,7.4451423,7.524228,3.4267323
GRB160314473,3.2851515,3.6974657,3.2239313,3.7671583,4.9234614
GRB160315739,7.98487,5.565214,8.203408,5.7280927,4.475681
GRB160316139,10.3418455,4.2117076,9.367352,3.8293307,5.1969557
GRB160316573,9.291854,5.922332,9.30522,5.8679104,5.000943
GRB160317385,7.110868,6.239424,7.54859,6.362728,3.7744567
GRB160318342,8.980001,5.897583,9.24717,5.918527,4.700988
GRB160323293,8.742375,6.112118,9.17159,6.324704,4.4288883
GRB160325291,9.195034,3.219265,8.631598,2.8149478,4.372442
GRB160326062,8.955829,5.8709207,9.331956,6.0302224,4.6207557
GRB160330827,10.138807,2.9377282,9.503881,2.8940973,4.385035
GRB160401065,8.071357,5.8581314,8.490204,5.9628367,4.17816
GRB160406023,10.303018,3.1621192,9.737704,3.2663157,4.492419
GRB160406503,2.7528775,3.939334,2.9704175,4.1709247,4.5714664
GRB160406570,8.744355,5.164177,9.300007,5.4442983,4.217595
GRB160407673,10.009753,6.3269286,9.146393,5.6960206,5.9742947
GRB160408268,4.9015994,6.5826,5.0897555,6.7135606,2.1729677
GRB160411062,4.486554,5.199527,4.956324,5.739556,3.1871629
GRB160416022,9.798518,2.6363707,9.754062,3.0686862,3.683633
GRB160419637,8.453618,6.2075014,8.413485,6.039963,4.840354
GRB160421137,8.947767,1.9847779,8.970108,2.3983717,3.85351
GRB160422499,8.893234,4.408076,8.743289,3.7840154,5.228284
GRB160423066,8.681032,7.0056033,8.750918,6.932727,5.2189994
GRB160424492,8.735924,7.9104695,8.626387,7.682317,6.1081457
GRB160428412,5.240264,5.9127517,5.415206,6.1419296,2.9647696
GRB160503567,8.882305,4.827421,8.916551,5.017609,4.552341
GRB160508290,9.716217,5.558034,9.6003,5.5282397,5.1037583
GRB160509374,8.117058,2.7464383,8.689344,3.0736485,3.0908663
GRB160512199,9.2246,3.1478622,8.979898,3.0055676,4.3823504
GRB160512536,9.955051,2.7318096,9.7609,3.0960176,3.9226956
GRB160513553,5.795294,6.3402576,5.8402185,6.454471,2.875601
GRB160513962,7.9163785,6.0209594,8.353993,6.1658406,4.0792966
GRB160515819,8.218339,3.1478274,8.559446,3.3760862,3.631578
GRB160516237,7.079681,7.5062847,7.421859,7.5425253,3.3804154
GRB160518039,9.159139,1.9014486,9.142201,2.395468,3.7437582
GRB160518985,9.553519,5.311521,9.166856,5.1705155,4.9469337
GRB160519012,7.3847656,7.100917,7.8182654,7.176087,3.6902676
GRB160519060,9.553975,5.8426895,9.639977,5.7748723,5.034879
GRB160519677,8.436403,4.6698594,9.252734,4.815497,3.4704945
GRB160521385,8.985973,7.8547244,8.686824,7.574153,6.358021
GRB160521839,9.704844,6.7071295,8.807048,5.9707513,5.973995
GRB160522445,9.433652,1.9878471,9.320603,2.4919453,3.976048
GRB160523919,8.08042,4.177398,8.389491,4.2986426,3.7433631
GRB160527080,8.76044,5.650064,9.224002,5.8994923,4.3165565
GRB160528276,8.137568,6.038449,8.33609,6.0836425,4.5127506
GRB160530667,10.218773,4.0169787,9.060251,3.5698967,5.4406443
GRB160603719,5.351543,6.044808,5.4634295,6.2333136,2.902319
GRB160605847,7.282262,7.658266,7.4565687,7.6525497,3.5047858
GRB160609690,6.1380157,5.7436967,6.239107,5.782859,3.4515965
GRB160609941,7.2267604,6.81991,7.5997477,6.899279,3.7603347
GRB160612842,2.9184384,4.122215,3.0769491,4.255372,4.4702497
GRB160621497,9.787719,4.869343,9.592395,4.774481,4.7623587
GRB160623209,9.629808,2.549992,9.736379,3.0656207,3.4927647
GRB160624477,4.7479606,6.1587806,4.961002,6.3729086,2.444882
GRB160625230,10.440174,4.066909,9.333626,3.6672556,5.3437715
GRB160625240,8.100895,7.086454,8.325261,7.0684214,4.4778013
GRB160625945,6.7601166,7.901117,7.0438895,7.8576612,3.0223284
GRB160628136,8.047548,6.973447,8.430615,7.0005045,4.321603
GRB160628579,7.022626,7.8995147,7.2473526,7.8653746,3.2359474
GRB160629930,8.88596,2.5283673,9.074719,2.9995387,3.326271
GRB160709370,9.375881,2.1875112,9.483682,2.6777582,3.4296799
GRB160709826,6.772941,7.8393326,6.968037,7.7688613,3.084967
GRB160710233,7.0902376,6.473113,7.7727823,6.621581,3.669241
GRB160711968,7.6456304,6.4262953,8.186977,6.605125,3.8801267
GRB160714097,4.990739,6.0953584,5.151833,6.308763,2.6857653
GRB160716144,9.264139,2.0185091,9.2638855,2.4823604,3.6496446
GRB160717813,8.172145,3.4229674,8.764196,3.863718,3.1439054
GRB160720275,9.147671,7.2307267,8.822503,6.9572873,5.963322
GRB160721806,4.6242385,5.9509254,4.8525662,6.0577536,2.7656138
GRB160724444,9.500509,3.2443206,8.776386,2.7484376,4.6171722
GRB160726065,6.291018,7.530058,6.324541,7.3500466,3.086312
GRB160727971,6.805193,7.2835617,7.2276306,7.3334894,3.2401946
GRB160728337,9.870442,5.0301204,9.556107,4.9102573,4.925477
GRB160731024,7.8026743,7.652374,7.965171,7.5728936,4.1416345
GRB160802259,8.550313,8.035885,8.559054,7.8002973,6.0171666
GRB160804065,9.644306,2.157855,9.54993,2.6803236,3.7728238
GRB160804180,6.293231,7.5836844,6.562513,7.556646,2.7499442
GRB160804775,8.980282,4.7903905,9.434629,4.94526,4.1348667
GRB160804968,3.7431023,4.771316,4.1654453,5.276343,3.4227314
GRB160806584,6.793243,7.8747797,7.0886703,7.832815,3.0587926
GRB160813297,8.912882,7.0971684,8.817193,6.925685,5.570079
